id,domain,functionalPurpose,technicalMethod,distributionMedium,discipline,mediaType,contentType,caseTitle,aiSummary
6394686b-0569-482b-ba3a-a876cea8149c,news.xjtu.edu.cn,记录,拍摄,静图,综合交叉,摄影,群体肖像,毕业班学生干部座谈会,一群人在会议室围坐讨论，背景有红色横幅。
f5c912e4-24f5-4d44-b3aa-6b2f396f5ae3,news.xjtu.edu.cn,传播,拍摄,静图,综合交叉,摄影,单人肖像,抗战纪念碑前留影,户外场景中，一人站在西安交大抗战迁陕纪念碑前，纪念碑刻有1937字样及浮雕人物。
f52e19e3-f593-47b3-b9ee-b124eca3194e,kjc.seu.edu.cn,解释,绘设,静图,工程,信息图,机制模型,机器人建造规划控制,图示了机器人建造规划控制方法，包括RCAN节点、ROS系统及数据交互流程。
1772a069-b99b-45e9-8062-47f89e9e21fa,news.xjtu.edu.cn,记录,拍摄,静图,材料,摄影,群体肖像,2026西北五省电镜会,图片展示了多位科研人员在讲台上发言的场景，背景为西安交通大学的标志。
b507edbe-492a-4021-ad7a-bb3ac30d2bd8,www.cas.cn,展示,拍摄,静图,化学,摄影,实验设备,高效海水电解制氢系统,图片显示了一个高效海水电解制氢系统的集装箱式设备，位于建筑物前，旁边有太阳能路灯。
b90606b2-0a32-4e30-bb96-fdd7752b2b09,news.hust.edu.cn,记录,拍摄,静图,综合交叉,摄影,团队场景,实验室团队讨论,几位穿着实验室白大褂的人在实验室里讨论，其中一人手持透明容器。
218c81e4-6bb7-4958-9963-959ed859d9fb,www.tsinghua.edu.cn,记录,拍摄,静图,综合交叉,摄影,团队场景,古文字工程会议现场,多人在会议室开会，坐在长桌旁，面前有文件和麦克风。
548d912f-dba0-4da8-b3df-05d1809ed047,www.tsinghua.edu.cn,解释,成像,静图,材料,显微图,微观样本,铌酸盐压电陶瓷烧结机理,图中展示了不同热处理阶段下铌酸盐压电陶瓷晶粒内孔洞的结构演化，包括初级和次级煅烧以及热压陶瓷的显微图像。
fef053fe-f5d4-4c41-a7ab-43e8c1ca169e,news.fudan.edu.cn,传播,绘设,静图,综合交叉,信息图,科普传播,复旦未来100秒,图中显示了一个科技风格的信息图，包含数字计时器和文字“100秒·看见复旦未来”，背景为黑色，带有绿色线条和图形。
11b874bc-f3b8-4a38-8153-54e5811948e9,www.tsinghua.edu.cn,解释,绘设,静图,生命科学,信息图,机制模型,SAM8蛋白水合层特性,图A显示了SAM8蛋白的电性分布结构，图B展示了SAM8蛋白的水合半径和粒子半径差异。
dcc3cdc1-7304-4be0-9bb5-ff4ffe6834ba,news.hust.edu.cn,记录,拍摄,静图,综合交叉,摄影,群体肖像,马克思主义青年论坛,一张会议现场的照片，显示了华中科技大学第二十届马克思主义青年论坛的参与者。
95808562-1c04-4692-aa6f-968d44b969f3,news.buaa.edu.cn,记录,拍摄,静图,信息科学,摄影,团队场景,实验室揭牌会议现场,会议室中多人围坐长桌，背景屏幕显示欢迎北航副校长一行，桌上摆放水瓶和文件。
cd5250c6-3712-49cf-9199-f2a079a8bb92,news.pku.edu.cn,解释,成像,静图,生命科学,显微图,微观样本,SMLDM显微技术解析,图中展示了多种显微成像技术下的细胞核结构和分子定位信息，包括H2B MPALM、PALM、Diffusivity等。
e2a2c1e9-0772-486f-b00c-4c9f578d65ca,news.hit.edu.cn,展示,拍摄,静图,工程,摄影,实验设备,低成本霍尔电推进系统,图中展示了一个30cm见方的装置，是低成本霍尔电推进系统的模型，用于卫星姿态修正和轨道提升。
7c011a2a-fac9-4cfb-9ed5-b3d24c9c1607,www.tsinghua.edu.cn,解释,绘设,静图,化学,信息图,机制模型,Sn-ZNT催化性能研究,图示展示了锡掺杂单壁分子筛纳米管的结构特征及其在Baeyer–Villiger氧化反应中的性能。
f6bf410d-1199-4b52-8c9b-77f850d9be66,www.cas.cn,展示,拍摄,静图,工程,摄影,实验设备,全钒液流电池储能电站,图片显示了一个大型储能电站，包含多个集装箱式的储能单元，背景中有风力发电机。
5394b48d-db0d-4781-a220-6ab946f7c27c,news.fudan.edu.cn,记录,拍摄,静图,综合交叉,摄影,团队场景,复旦大学学习教育会议,一张会议室的照片，显示一群人正在听演讲，背景屏幕上写着关于中央八项规定精神学习教育的内容。
14b6ca37-6566-4388-80f9-3df6c5a09ba0,www.cas.cn,展示,拍摄,静图,工程,摄影,实验设备,燃气吸收式热泵设备,图片显示了一栋建筑物前的几台大型白色设备，周围有绿化和指示牌。
4a5b2f7d-ea37-4773-aa42-6e4b78b8dabf,news.pku.edu.cn,解释,数据,静图,生命科学,信息图,数据结果,跨语言语义结构分析,图展示了跨语言语义表征的神经认知维度结构及其与气候的关系，包括数据图表和统计分析。
b016ae8c-f61e-471b-b591-761b228eb8a4,www.cas.cn,解释,绘设,静图,材料,信息图,机制模型,GA/EP复合材料制备与性能,图示了石墨烯气凝胶/环氧树脂复合材料的制备过程及其微观结构和性能测试结果。
0f1168e2-8227-44b7-82e8-b00690e43d05,www.news.zju.edu.cn,记录,拍摄,静图,信息科学,摄影,团队场景,浙大新型半导体技术,实验室中三位穿着白大褂的研究人员正在操作设备，背景是各种实验仪器。
e840df45-df68-4430-a1d6-a29a32467ca6,news.fudan.edu.cn,传播,拍摄,静图,综合交叉,摄影,单人肖像,党旗与党徽,图片显示了一面红色旗帜上的镰刀锤子标志和一枚党徽徽章。
0597d775-0efb-4253-bea5-dada7cc1054b,news.ustc.edu.cn,记录,拍摄,静图,综合交叉,摄影,单人肖像,校领导发言,一位穿着白色衬衫的男性手持麦克风正在讲话，背景为室内环境。
a5665116-c552-48a4-b111-1daac1bdbbaf,www.cas.cn,解释,绘设,静图,化学,信息图,机制模型,SERS检测平台原理,图示了传统水滴蒸发与新型SERS检测平台的工作原理，包括吸附过滤、收缩浓缩和SERS检测步骤。
32b01e05-dab5-4909-a37d-c133d1467bb9,www.tsinghua.edu.cn,解释,绘设,静图,化学,信息图,机制模型,纳米凹陷促进传质机制,图示纳米凹陷表面工程打破分子筛表面扩散限制的机制，包含电子束、气体流动和检测器示意图。
23c9e73a-d24f-4cc3-ba83-903a06a0a018,www.tsinghua.edu.cn,记录,拍摄,静图,工程,摄影,团队场景,实验室揭牌会议,一张会议室的照片，多人围坐在长桌旁，桌上摆放着水瓶和文件。
4d45066a-aee0-453f-a095-be5a46cab2c4,www.tsinghua.edu.cn,记录,拍摄,静图,物理,摄影,群体肖像,物理系国际会议合影,一群人在室内合影，背景有“THE 3RD EXCITONICS AND POLARITONICS INTERNATIONAL CONFERENCE”的横幅。
06f1d2cd-7bcf-4f9c-81f0-391c63f90d4e,www.cas.cn,解释,绘设,静图,环境科学,信息图,机制模型,降水变化对草本生态影响,图示展示了降水变化对草地与灌丛生态系统中草本生物量与物种丰富度关系的影响路径。
e927716d-7b7e-47e2-9450-6634cc04c59d,news.fudan.edu.cn,解释,数据,静图,生命科学,信息图,数据结果,胚胎器官时空全景,这是一篇关于人类胚胎器官时空全景的研究论文，展示了胚胎发育过程中基因表达的空间和时间分布。
4c7ba008-0945-4a1f-b3bb-c560534d7a12,news.pku.edu.cn,解释,数据,静图,信息科学,数据可视化,数据结果,无线传感技术进展,图中展示了无线传感技术中不同参数（如频率、距离）对信号响应的影响，包括PT对称和CP基架构的对比。
96e95526-37c7-4eba-b0fd-eea70795df75,www.news.zju.edu.cn,解释,绘设,静图,生命科学,信息图,机制模型,基因组调控序列解析,图展示了UUATAC-seq、Cell Landscape和NvwaCE的技术流程和应用，涉及基因组调控序列分析和预测。
635863e2-8ea1-4567-a8eb-1e36811cf24e,www.cas.cn,数据,数据,静图,化学,数据可视化,数据结果,低铱催化剂性能验证,图中展示了质子交换膜电解水制氢低铱催化剂的研究数据，包括质量信号、红外光谱、自由能图、氧空位浓度等。
ccc30e2f-1413-4ff9-8f44-553bf0c18b4b,news.hit.edu.cn,解释,数据,静图,信息科学,信息图,数据结果,智慧城市水系统管理,图中展示了智慧城市水系统全流程管控体系的数据可视化界面，包含多种图表和数据分析。
94d5b310-bd42-42ff-b6d5-a789ee7579fc,news.buaa.edu.cn,记录,拍摄,静图,工程,摄影,群体肖像,校际航空学院交流合影,一群人站在航空科学与工程学院横幅前合影，背景有条纹墙和灯光装饰，人物着装正式。
14282fec-edf7-4ce8-abf8-2c4afca5daa7,www.tsinghua.edu.cn,解释,绘设,静图,环境科学,信息图,机制模型,地质星座卫星分布,展示地质星座的卫星分布及其功能，包括高光谱卫星、InSAR卫星和地球物理卫星。
ea0dfa77-0808-4c2c-a0b3-325bf7c3e966,www.bit.edu.cn,解释,数据,静图,生命科学,数据可视化,数据结果,iVG128抗肿瘤疗效评估,图中展示了不同处理条件下肿瘤细胞的代谢变化和小鼠模型中的抗肿瘤疗效评估。
5276dc57-2042-464a-a4a9-dd0ad7e7edde,kjc.seu.edu.cn,解释,成像,静图,材料,显微图,实验过程,微型胶体机器人实验与模拟,图中展示了微型胶体机器人在不同时间点的实验和模拟结果，包括形态变化和运动轨迹。
49ccabbc-49a1-4911-a237-4e5f43a7ece8,www.cas.cn,记录,拍摄,静图,工程,摄影,群体肖像,签约仪式合影,多人在签约仪式上合影，手持签约文本，背景为项目签约仪式横幅。
ea4dcc07-5fd0-4376-b20d-5ab90d042ccd,www.cas.cn,解释,绘设,静图,生命科学,信息图,机制模型,菌丝体生物陶瓷共生支架,图示展示了菌丝体生物陶瓷共生支架促进骨再生的过程，包括菌丝网络的形成、生物活性成分的释放以及能量代谢和成骨分化的机制。
81e568aa-eed9-419c-b33b-2946ac03a0e0,www.tsinghua.edu.cn,记录,拍摄,静图,生命科学,摄影,群体肖像,介观生物学国际研究网络,一群科研人员在会议室前合影，背景是简洁的墙面和桌椅。
04e19845-3613-43ed-9b40-e9463b384fbf,news.pku.edu.cn,解释,绘设,静图,化学,信息图,机制模型,月壤铁纳米颗粒分层结构,图示展示了月壤撞击玻璃中铁纳米颗粒的分层结构及其形成机制，包括微陨石撞击、铁纳米颗粒生长和硫化物分解等过程。
34ac2b24-43e8-4e1b-b10d-d85cb0fe548b,www.tsinghua.edu.cn,记录,拍摄,静图,工程,摄影,团队场景,燃气轮机专业70周年座谈会,一张会议室的照片，许多人坐在长桌旁，背景有横幅和标语。
c7f5f74b-0d93-4e3a-81ac-c925ff4d0c0a,news.buaa.edu.cn,传播,拍摄,静图,工程,摄影,群体肖像,航天专家访谈,两位老人在教室里交谈，背景是排列整齐的课桌椅。
e74378f9-b5e3-4f5f-8d64-34b8362df3c4,news.ustc.edu.cn,解释,绘设,静图,工程,信息图,机制模型,智能电池自感知预警,图示智能电池的自感知机制与热失控预警过程，包括压力感应、信号传输及数据分析。
db354557-8f9d-4c8b-86ff-ecef12652a72,news.hust.edu.cn,解释,成像,静图,材料,显微图,微观样本,高分子微球与微针研究,图中展示了不同形状和大小的高分子微球及其结构色复合膜，以及可溶性微针的显微图像。
c2754c2c-3e8c-4363-938b-21c2b520196e,news.pku.edu.cn,解释,数据,静图,医学,数据可视化,数据结果,CAR-T治疗后HLH发病率分析,图中展示了不同血液肿瘤在CAR-T细胞治疗后HLH发病率的数据结果，包括随访时间、疾病类型和患者数量。
a91491a3-2726-4f70-81e0-e0cd3b4a6323,kjc.seu.edu.cn,解释,绘设,静图,信息科学,信息图,机制模型,软体机器人控制框架,图示展示了软体机器人控制框架的训练、部署和性能测试过程，包括行为克隆损失、控制策略、在线数据更新和实际任务执行。
b092f65e-e7cc-42a7-9454-4ff8dfdda0e4,www.cas.cn,记录,拍摄,静图,工程,摄影,团队场景,能源化工技术对接会,一张会议现场的照片，显示了众多参会者坐在会场中，前方有演讲台和屏幕。
7db47335-1d9b-4608-9a49-e289c13f019c,news.buaa.edu.cn,记录,拍摄,静图,综合交叉,摄影,团队场景,党员培训现场实录,室内培训场景，讲师在党旗下讲解入党誓词历史沿革，前方坐满听众，投影屏幕显示培训主题。
0e6d2eb0-19f6-453e-b612-87293a839b13,www.cas.cn,记录,拍摄,静图,化学,摄影,实验设备,非光气MDI绿色制备装置,一张大型工业试验装置的照片，显示了复杂的管道和设备结构。
eed72f0a-3c11-4905-85d0-2d021cb4631b,news.hust.edu.cn,记录,拍摄,静图,工程,摄影,团队场景,学术年会现场,一张教室内的照片，学生们坐在桌子旁听讲台上的演讲者讲课。
f9a3d421-4b50-411c-877b-aa1b497ce5e1,www.cas.cn,展示,拍摄,静图,工程,摄影,不确定,煤矸石资源化利用基地,图片显示了一个工业设施，建筑物上有红色标语，背景是蓝天和远处的风力发电机。
14eb8c03-60d5-40e1-9e3e-ed88dae92da1,news.fudan.edu.cn,展示,拍摄,静图,综合交叉,摄影,不确定,校园风光展示,一张校园风景照片，显示一栋白色建筑和周围的绿色草地及树木。
60b98999-e466-41dc-b68a-819146ab42fb,www.bit.edu.cn,数据,数据,图组,物理,数据可视化,数据结果,人工规范场朗道能级,图5包含蜂窝晶格模型示意图、能谱分布图及参数变化曲线，展示人工规范场下朗道能级研究结果。
98cfe71a-6343-4dd9-b0b1-750796bed508,news.pku.edu.cn,解释,成像,静图,生命科学,信息图,机制模型,心肌再生机制解析,图中展示了心肌再生过程中钙信号调控的机制，包括细胞成像和数据图表，解释了CALR在心肌重编程中的作用。
87bc5c78-e859-4a1e-bef1-6d01164adae3,www.cas.cn,展示,拍摄,静图,工程,摄影,实验设备,纤维生产线,图片显示了一个工厂内部，多个蓝色架子上整齐排列着卷绕的纤维线轴。
f197852b-92b4-4f5d-b575-b62923cccd09,news.pku.edu.cn,解释,数据,静图,环境科学,数据可视化,数据结果,HEPA对心肺健康影响,图表显示不同HEPA状态下每10ppb臭氧损失暴露对心肺生物标志物的影响。
a8d50992-0e87-4067-be05-8bd2d63c21ca,www.cas.cn,展示,拍摄,静图,工程,摄影,实验设备,陆上风电场示范系统,广阔荒漠中的陆上风电场，前景矗立大型风力发电机，背景群山连绵。
45edc5ba-4860-41c4-865b-1008694975ec,www.cas.cn,解释,数据,静图,环境科学,信息图,数据结果,中亚植被水分胁迫敏感性,图中展示了中亚地区植被对不同水分胁迫的敏感性空间分布及时间趋势，包括降水、土壤水分和大气水分胁迫。
1cdc0df5-c1be-4a53-9490-c366fddef0bd,www.cas.cn,记录,拍摄,静图,工程,摄影,实验设备,压缩空气储能压缩机,图中显示了一个大型工业设备，可能是压缩空气储能系统的压缩机，位于一个宽敞的厂房内。
d0fe339e-f5a0-4e68-82d2-4622bdcd17c9,www.news.zju.edu.cn,解释,绘设,静图,生命科学,信息图,机制模型,非工业化饮食与肠道健康,图示非工业化饮食如何通过恢复特定微生物来改善肠道健康和临床指标。
0d387c0f-d1ab-48b7-b48a-e9085d1ee535,www.cas.cn,记录,拍摄,静图,综合交叉,摄影,群体肖像,签约仪式合影,一群人站在会议室前合影，背景是红色显示屏，显示项目签约仪式的相关信息。
09412d26-9e3b-4f45-bbdd-f1497dc1e258,news.hust.edu.cn,记录,拍摄,静图,信息科学,摄影,群体肖像,计算机学院校友返校揭幕,四位男士在装饰有气球和鲜花的室内共同揭开覆盖物体的紫色绒布，背景为现代玻璃墙。
80689317-22b0-4938-8a92-618e52be36cb,www.tsinghua.edu.cn,解释,绘设,静图,材料,信息图,机制模型,铁电可重构器件研究,图示了铁电梯级掺杂可重构器件的工作原理及其在不同应用中的表现。
ef0dc5eb-ba0f-4aa4-b299-ce0add547e8c,news.pku.edu.cn,解释,绘设,静图,医学,信息图,机制模型,心肌缺血再灌注损伤机制,图示心肌缺血再灌注损伤机制，涉及PRKN、IMMT、GPX4等蛋白质的相互作用和降解过程。
f5107ba6-4e17-418c-83d8-75a03e44861c,www.bit.edu.cn,解释,数据,静图,化学,信息图,数据结果,电催化硝酸根还原制氨,图中展示了多种化学反应路径、能量变化和电子结构调控机制，包括电化学测试结果和反应坐标图。
48cb90e6-0063-4b44-9d31-6777cd2b48a4,www.tsinghua.edu.cn,解释,数据,静图,医学,信息图,数据结果,HBV感染机制研究,图中展示了HBV DNA在细胞质和细胞核中的分布情况，以及SCARF2对核衣壳释放效率的影响。
72935a84-f1dc-462a-9283-7923986440a7,news.hit.edu.cn,解释,数据,静图,信息科学,信息图,数据结果,哈工大AI成果展示,图中展示了多个三维坐标系下的数据曲线，以及无人机和无人车的照片，背景为哈工大的新闻报道。
ed532efb-2aaf-4464-800d-218bc582ae3f,news.xjtu.edu.cn,记录,拍摄,静图,信息科学,摄影,群体肖像,蓝桥杯大赛颁奖典礼,六位获奖者站在颁奖典礼舞台上，手持奖状，背景为蓝桥杯大赛的红色横幅。
eeb7b379-1ff4-4183-91c6-76cd935aeacf,news.buaa.edu.cn,记录,拍摄,静图,不确定,摄影,群体肖像,游泳队获奖合影,北航游泳队成员在领奖台上合影，手持校旗，佩戴奖牌，背景有赛事横幅和校徽。
991e7cc1-c90a-4b80-80f3-e902e46a7b18,www.cas.cn,解释,数据,静图,环境科学,数据可视化,数据结果,MIS3期季风演变机制,这张图展示了MIS3期不同地点的气候指标对比，包括氧同位素、粒度、夏季风强度和海平面变化。
faf359f1-b2c0-4c1f-b538-21dc67fdd587,www.news.zju.edu.cn,解释,绘设,静图,生命科学,信息图,微观样本,CB1受体信号通路,图示展示了CB1受体与Gi和β-arrestin信号通路的结合模式，标注了关键氨基酸位置。
87f11bac-d692-4f3c-a3bc-04028a715b9e,www.cas.cn,展示,拍摄,静图,工程,摄影,团队场景,纳米高熵涂层成功应用,夜晚的工业场景，工厂建筑前有横幅庆祝纳米高熵陶瓷涂层在1000MW调峰煤电机组的成功应用。
e3e885fd-59fc-4ae4-962c-13832d08bf4e,news.fudan.edu.cn,记录,绘设,静图,综合交叉,信息图,数据结果,复旦大学非学历教育培训机构一览,表格列出复旦大学经审批同意开展非学历教育培训机构一览表，包括序号、办学机构名称和审批状况。
2eb4ae3d-6db7-45c2-8d35-c00bb17bd8f1,www.news.zju.edu.cn,解释,数据,静图,材料,信息图,数据结果,半赫斯勒材料压电效应,图展示了半赫斯勒窄带半导体材料的压电效应，包括晶体结构、样品照片和压电系数数据。
19bb7b60-9170-4835-bcff-893d580e71cb,news.hit.edu.cn,解释,绘设,静图,生命科学,信息图,机制模型,光合磷酸化纳米机器人修复心肌损伤,图示展示了光合磷酸化纳米机器人在心肌损伤修复中的作用机制，包括光驱动、ATP合成和细胞内化过程。
06254aa4-1184-4035-b16d-c7f0d4aa7bc6,news.pku.edu.cn,解释,绘设,静图,物理,手绘图,机制模型,量子增强暗物质搜寻,图示展示了暗物质场与量子态在超导微波谐振腔中的相互作用过程。
ea41f431-ba51-4aaa-ad88-dc2543830388,news.pku.edu.cn,解释,成像,静图,物理,显微图,微观样本,超导-绝缘体相变局域谱学,图中展示了不同温度下Fe(Te Se)单层膜的扫描隧道显微镜图像和扫描隧道谱，揭示了超导-绝缘体相变的局域谱学特征。
fd940177-cd04-431f-8e54-57be5f29a550,www.tsinghua.edu.cn,解释,绘设,静图,生命科学,信息图,机制模型,肌泌降糖素促进脂肪产热,图示展示了瘦鼠和肥胖鼠在冷刺激下AMPK对cFeimin的磷酸化及UCP1表达的影响。
15b26863-36a9-449c-bb69-4d76b5a5fa17,news.pku.edu.cn,记录,绘设,静图,综合交叉,信息图,数据结果,经济学期刊封面,这是一本经济学期刊的封面，列出了多篇论文的标题和作者，背景为白色，文字为红色和黑色。
4ea5eb61-ef53-48b4-8869-b27e100c6012,news.ustc.edu.cn,记录,拍摄,静图,综合交叉,摄影,单人肖像,颁奖典礼发言,一位男士在讲台上发言，背景是投影屏幕显示的颁奖典礼信息。
69a71843-9f60-44e8-a247-22225ea1542a,news.pku.edu.cn,记录,拍摄,静图,医学,不确定,数据结果,PM2.5与痴呆死亡趋势,这是一篇关于中国2000-2060年PM2.5相关痴呆死亡趋势的研究文章封面。
